Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Dependants,Age
Master,Married,77520.0,0,1,940,44,396,0,88,58,1,55
Graduation,Together,41154.0,0,1,44,2,11,2,3,7,1,36
Graduation,Married,80398.0,0,0,342,51,936,207,35,26,0,48
Basic,Single,18746.0,1,0,2,10,11,12,9,20,1,22
Graduation,Together,35196.0,1,0,75,12,141,43,39,187,1,30
Graduation,Single,60230.0,0,1,520,20,367,39,81,40,1,58
Graduation,Married,22108.0,1,1,5,3,9,6,2,6,2,37
Graduation,Together,44392.0,1,1,87,5,71,7,12,29,2,40
PhD,Married,55424.0,0,1,462,61,184,10,53,107,1,38
Graduation,Married,17688.0,1,0,2,2,1,3,1,2,1,35
PhD,Married,92491.0,0,0,979,44,935,29,25,22,0,31
Graduation,Single,90273.0,0,0,704,129,853,120,74,111,0,23
PhD,Widow,82571.0,0,0,861,31,558,62,95,79,0,52
PhD,Single,38513.0,1,0,172,3,115,16,0,18,1,32
Master,Single,16653.0,1,0,5,7,31,15,4,7,1,35
Graduation,Together,42586.0,1,1,194,2,56,0,0,0,2,59
Basic,Single,23529.0,0,1,9,7,13,3,2,20,1,49
Master,Together,74881.0,1,1,505,72,270,36,27,54,2,53
Graduation,Married,71107.0,0,1,533,10,217,198,174,195,1,63
PhD,Together,46910.0,1,1,48,0,14,0,0,6,2,50
Graduation,Married,18690.0,0,0,6,1,7,23,4,19,0,55
Graduation,Divorced,37244.0,1,1,18,2,10,0,0,25,2,59
Graduation,Together,82427.0,0,0,482,147,509,104,107,107,0,48
2n Cycle,Single,75342.0,0,1,204,97,97,21,118,26,1,56
Graduation,Divorced,70044.0,0,1,1073,0,250,153,14,14,1,60
Graduation,Single,79146.0,1,1,245,16,223,21,43,16,2,47
Graduation,Married,77437.0,0,0,560,21,442,29,44,29,0,51
Graduation,Married,54984.0,0,1,173,13,131,32,3,6,1,55
PhD,Married,42403.0,1,0,22,1,11,0,5,3,1,43
Graduation,Together,55761.0,0,1,136,1,12,0,3,32,1,50
Graduation,Together,37292.0,1,0,275,0,86,10,23,66,1,31
PhD,Single,45576.0,0,0,56,19,29,2,14,25,0,69
Graduation,Together,70321.0,0,0,303,23,751,82,26,191,0,67
PhD,Divorced,58086.0,0,1,708,7,62,0,0,15,1,45
Graduation,Married,81795.0,0,0,324,132,693,27,118,88,0,62
Basic,Together,28389.0,0,0,1,5,3,7,4,8,0,67
Master,Married,66835.0,0,0,620,26,195,34,17,141,0,68
Graduation,Divorced,69901.0,0,1,312,21,206,102,92,149,1,45
PhD,Married,80360.0,0,0,1493,86,454,112,43,43,0,65
PhD,Together,63342.0,0,1,918,21,118,13,10,21,1,53
Graduation,Married,44989.0,0,1,98,0,106,49,10,106,1,40
2n Cycle,Single,31859.0,1,0,3,4,7,15,8,11,1,34
PhD,Widow,51569.0,0,1,380,0,47,6,0,34,1,65
Graduation,Widow,30372.0,1,1,15,0,12,7,3,7,2,43
Basic,Single,16014.0,1,1,3,9,4,7,8,7,2,35
Graduation,Married,41120.0,1,1,24,2,23,0,8,24,2,46
Master,Single,39763.0,1,0,80,1,60,4,6,16,1,43
PhD,Married,38725.0,1,1,31,0,6,2,1,5,2,59
Graduation,Married,77981.0,1,0,138,120,204,16,126,60,1,42
2n Cycle,Married,62905.0,0,1,166,75,96,119,107,59,1,50
2n Cycle,Divorced,13533.0,1,0,12,3,8,8,0,17,1,35
Graduation,Together,59481.0,0,1,178,3,85,71,66,58,1,39
Graduation,Married,72117.0,0,1,707,20,171,65,60,50,1,37
2n Cycle,Married,21955.0,1,0,5,1,7,17,14,11,1,28
Graduation,Married,67131.0,0,1,465,71,250,93,35,62,1,58
PhD,Single,36802.0,1,0,16,1,2,0,0,1,1,34
Graduation,Together,71853.0,0,0,358,108,413,141,97,32,0,32
Basic,Married,28249.0,0,0,1,9,7,2,14,10,0,53
Master,Married,47808.0,0,1,123,1,26,2,0,72,1,39
PhD,Divorced,25509.0,1,0,40,3,30,10,7,11,1,40
PhD,Married,51012.0,0,0,102,9,63,2,9,24,0,68
Graduation,Single,70596.0,0,0,347,44,534,17,0,26,0,29
PhD,Together,85431.0,0,0,376,53,462,168,53,53,0,62
Graduation,Married,42664.0,0,1,21,0,3,0,0,0,1,47
Graduation,Together,42586.0,1,1,194,2,56,0,0,0,2,59
Graduation,Single,29760.0,1,0,64,4,68,7,5,17,1,29
PhD,Married,28973.0,0,0,206,0,46,3,2,12,0,37
PhD,Together,39435.0,1,0,71,0,18,0,0,13,1,41
2n Cycle,Married,65370.0,0,0,71,22,112,138,89,29,0,30
Basic,Single,20194.0,1,0,0,4,7,11,10,15,1,35
PhD,Single,42473.0,1,1,93,1,21,0,4,25,2,38
Graduation,Married,64590.0,0,0,920,138,168,36,46,30,0,46
Graduation,Together,71232.0,0,1,653,17,170,34,26,17,1,55
Graduation,Together,34600.0,1,1,199,33,60,8,3,15,2,43
Graduation,Single,46904.0,1,1,153,4,56,0,9,31,2,47
Graduation,Married,49094.0,0,1,376,0,38,11,8,69,1,41
Graduation,Together,36075.0,1,0,46,0,30,12,1,30,1,31
2n Cycle,Together,60839.0,1,1,600,21,128,223,150,128,2,35
Graduation,Together,77298.0,0,1,425,115,292,23,35,79,1,35
Graduation,Together,34026.0,1,1,18,6,15,12,8,17,2,64
PhD,Single,48918.0,1,1,52,0,9,0,0,1,2,51
2n Cycle,Together,82122.0,0,0,734,22,350,151,25,100,0,52
Graduation,Single,37697.0,1,0,34,6,21,11,4,8,1,38
Graduation,Together,34074.0,1,1,135,1,41,10,1,67,2,62
Master,Married,28520.0,1,1,11,0,10,0,2,20,2,54
Graduation,Single,62535.0,0,1,163,48,90,0,45,52,1,59
Master,Single,36273.0,1,0,29,3,30,3,2,9,1,37
Graduation,Together,63404.0,0,2,734,26,70,11,44,17,2,50
2n Cycle,Together,75774.0,1,0,340,21,134,258,14,56,1,33
Graduation,Together,78416.0,0,1,453,38,279,188,38,183,1,38
Graduation,Together,75702.0,0,1,1073,0,629,145,37,37,1,40
Master,Together,59385.0,1,1,135,0,10,0,4,36,2,63
Graduation,Single,37070.0,1,1,231,7,137,4,15,39,2,48
Graduation,Married,44689.0,1,1,18,0,5,0,0,11,2,63
Graduation,Together,53977.0,0,1,620,16,165,0,24,82,1,56
PhD,Single,7144.0,0,2,81,4,33,5,2,291,2,48
Graduation,Single,18701.0,1,1,12,4,2,10,6,10,2,50
Graduation,Married,90369.0,0,0,292,51,981,224,23,17,0,58
PhD,Single,63159.0,0,0,965,34,586,89,86,37,0,40
Graduation,Together,37758.0,1,1,27,2,10,0,0,1,2,48
PhD,Single,46757.0,0,1,777,30,163,0,51,122,1,51
Master,Married,79734.0,0,0,572,8,232,23,62,17,0,45
Graduation,Together,63207.0,0,0,438,169,565,91,169,70,0,22
Graduation,Divorced,72071.0,0,1,531,69,300,150,138,150,1,60
PhD,Together,21840.0,1,0,17,0,9,0,0,1,1,31
2n Cycle,Together,58582.0,0,1,402,35,106,101,77,42,1,32
Graduation,Single,72282.0,0,0,503,27,419,90,139,153,0,63
Graduation,Married,50387.0,0,2,369,9,87,12,14,34,2,58
PhD,Together,32583.0,1,1,5,0,3,0,0,1,2,53
Graduation,Together,62568.0,0,1,362,17,398,80,35,61,1,52
Master,Divorced,44635.0,1,1,56,0,9,0,0,3,2,43
Master,Single,33316.0,1,1,79,1,31,4,4,12,2,43
Graduation,Married,63967.0,0,1,387,84,141,73,35,162,1,46
2n Cycle,Together,52513.0,0,0,367,17,241,104,188,232,0,36
Graduation,Married,25293.0,1,0,15,0,11,0,2,9,1,45
PhD,Widow,54111.0,0,1,267,6,54,8,3,50,1,49
Graduation,Together,78394.0,0,0,298,27,697,216,24,166,0,28
Master,Married,80739.0,0,0,674,92,736,39,0,92,0,56
Master,Together,22669.0,1,0,16,14,36,37,22,48,1,39
Graduation,Single,29236.0,1,0,37,4,24,16,9,9,1,27
Graduation,Together,44911.0,0,1,159,0,22,2,1,31,1,55
PhD,Married,54693.0,0,1,686,17,142,23,26,35,1,52
Graduation,Together,48186.0,1,0,97,3,66,12,7,34,1,40
Graduation,Married,54809.0,1,1,63,6,57,13,13,22,2,37
Graduation,Together,41580.0,1,1,56,5,24,4,0,3,2,36
PhD,Married,80336.0,0,0,209,19,456,160,142,66,0,44
Graduation,Married,47743.0,0,1,198,2,43,0,12,20,1,57
2n Cycle,Married,62972.0,0,1,313,15,47,20,0,192,1,59
PhD,Divorced,57333.0,0,1,941,14,397,76,58,176,1,60
PhD,Together,32313.0,1,0,86,4,56,2,4,7,1,32
Master,Widow,84953.0,0,0,167,48,602,63,72,72,0,61
Master,Divorced,27071.0,1,0,8,3,19,0,2,3,1,46
Master,Together,68148.0,0,0,389,66,408,37,57,85,0,57
Master,Together,65735.0,1,1,239,7,119,4,15,11,2,49
PhD,Married,86836.0,0,0,179,21,273,0,21,63,0,39
PhD,Married,4023.0,1,1,5,0,1,1,1,1,2,51
Graduation,Married,30093.0,0,0,2,6,28,13,4,16,0,24
PhD,Married,57705.0,0,1,383,0,53,6,4,40,1,48
Graduation,Single,25008.0,1,0,2,8,8,6,1,9,1,26
2n Cycle,Single,83257.0,0,0,536,27,590,38,107,67,0,19
Graduation,Together,22280.0,1,0,2,1,4,3,1,2,1,39
PhD,Married,72159.0,0,0,322,53,899,34,40,53,0,36
Graduation,Together,64260.0,0,0,539,169,816,20,0,30,0,53
PhD,Single,82733.0,0,0,712,50,420,65,38,38,0,30
Master,Divorced,74290.0,0,1,1121,0,72,0,12,12,1,43
Master,Single,58217.0,2,1,68,1,13,3,5,13,3,63
Master,Together,21024.0,0,0,36,4,18,6,2,18,0,38
PhD,Married,70116.0,0,0,707,44,603,95,58,29,0,42
Graduation,Together,54006.0,1,0,174,77,203,6,24,97,1,29
PhD,Married,69063.0,0,1,666,35,124,69,8,26,1,48
2n Cycle,Divorced,11448.0,0,0,0,0,0,6,2,6,0,39
Graduation,Single,61825.0,0,1,162,50,100,55,30,27,1,35
Graduation,Married,70886.0,1,0,407,70,239,103,88,53,1,43
Graduation,Married,69109.0,0,0,823,25,459,124,29,95,0,32
Graduation,Widow,60208.0,1,1,488,23,71,15,0,59,2,41
Master,Together,32889.0,1,1,28,0,13,4,2,8,2,46
Graduation,Single,34738.0,1,0,3,2,10,3,0,2,1,30
Master,Together,30538.0,1,0,284,0,52,8,3,20,1,43
2n Cycle,Together,82326.0,0,0,938,142,754,159,81,183,0,37
PhD,Divorced,26642.0,1,0,13,2,15,2,2,8,1,47
Graduation,Divorced,69932.0,0,1,412,172,153,150,105,57,1,50
Graduation,Single,44503.0,1,1,31,1,8,0,0,8,2,42
PhD,Single,60200.0,0,1,502,19,132,0,6,26,1,66
Graduation,Divorced,49638.0,0,1,18,10,3,3,5,0,1,62
2n Cycle,Single,23830.0,0,0,1,8,6,4,8,16,0,27
Master,Widow,33051.0,0,0,100,71,243,108,94,219,0,55
Graduation,Married,72905.0,0,0,407,114,445,181,165,203,0,56
PhD,Together,69702.0,0,1,664,9,240,50,19,57,1,63
Graduation,Divorced,70300.0,1,0,1045,61,338,60,46,46,1,39
PhD,Married,70643.0,0,0,1218,107,304,23,143,33,0,30
PhD,Married,30396.0,1,0,15,0,6,0,1,12,1,45
PhD,Divorced,50616.0,0,1,128,0,16,0,1,4,1,46
Master,Single,62772.0,0,1,581,49,157,43,8,108,1,45
PhD,Single,30298.0,0,0,6,3,12,6,1,0,0,29
Graduation,Single,52413.0,1,0,185,8,133,56,56,12,1,30
PhD,Married,44155.0,1,1,22,1,9,0,0,14,2,57
PhD,Divorced,86979.0,0,0,584,100,835,65,83,35,0,43
Graduation,Together,76532.0,1,1,355,30,177,90,138,30,2,39
Graduation,Married,42081.0,1,0,175,10,110,54,6,27,1,32
PhD,Married,67546.0,0,0,864,134,768,150,38,172,0,26
Master,Together,88420.0,0,0,957,153,612,99,95,153,0,25
Graduation,Married,31158.0,1,0,25,6,16,20,0,5,1,29
Graduation,Divorced,61671.0,0,1,641,7,56,0,0,28,1,46
Graduation,Single,69719.0,0,0,273,86,208,177,14,43,0,40
Graduation,Divorced,49160.0,0,1,122,21,43,25,10,15,1,65
Basic,Together,24882.0,1,0,1,4,10,29,0,36,1,36
PhD,Single,90933.0,0,0,1020,31,430,62,63,79,0,60
PhD,Single,113734.0,0,0,6,2,3,1,262,3,0,69
PhD,Together,59292.0,0,1,378,14,68,19,14,14,1,64
PhD,Married,45759.0,1,1,42,1,18,3,0,4,2,50
Graduation,Single,22148.0,0,0,15,5,14,0,4,11,0,31
Master,Married,73395.0,0,0,272,7,80,20,7,11,0,27
Graduation,Divorced,29819.0,1,0,9,1,24,2,1,2,1,43
Graduation,Married,45688.0,0,1,279,0,18,0,0,9,1,46
Graduation,Married,62820.0,0,0,398,61,265,138,61,53,0,60
PhD,Married,60491.0,0,1,637,47,237,12,19,76,1,43
Graduation,Together,33235.0,1,0,45,0,16,2,1,6,1,28
Graduation,Married,35701.0,0,0,21,1,9,7,3,5,0,55
Master,Married,31535.0,1,0,15,4,13,0,0,19,1,34
2n Cycle,Together,92556.0,0,0,493,183,352,184,23,28,0,54
Graduation,Single,67384.0,0,1,957,40,175,158,53,107,1,44
Master,Together,80573.0,0,0,829,138,430,60,92,15,0,43
Graduation,Married,77870.0,0,1,1017,50,500,65,50,133,1,47
PhD,Widow,52278.0,0,1,953,0,71,0,0,174,1,51
Graduation,Single,57107.0,0,1,159,0,120,0,0,137,1,46
Graduation,Married,18929.0,0,0,32,0,8,23,4,18,0,24
PhD,Single,36038.0,1,0,23,0,15,0,2,7,1,33
Graduation,Single,20180.0,0,0,18,42,24,15,20,18,0,38
PhD,Together,34230.0,1,1,15,0,4,0,0,2,2,49
2n Cycle,Single,31878.0,0,1,23,4,5,10,5,23,1,37
2n Cycle,Married,70932.0,0,1,200,193,100,46,185,185,1,42
Graduation,Single,91249.0,0,0,1324,27,119,71,108,27,0,58
Master,Single,77598.0,0,0,1193,33,281,129,66,33,0,71
Graduation,Single,80982.0,1,1,505,137,401,104,22,22,2,55
Master,Married,22701.0,1,0,2,4,9,0,4,5,1,37
PhD,Married,55212.0,0,1,1103,0,45,0,0,34,1,45
Graduation,Married,70617.0,0,0,353,61,753,40,46,27,0,44
Graduation,Single,64849.0,0,0,652,48,350,94,84,108,0,57
Master,Married,62694.0,1,1,379,6,157,25,91,91,2,49
PhD,Married,61917.0,1,1,46,4,36,2,2,1,2,40
PhD,Married,67472.0,0,1,162,31,127,8,17,69,1,67
Master,Married,21059.0,1,0,8,3,19,3,3,8,1,32
Master,Married,29543.0,2,0,17,3,18,3,4,18,2,46
Graduation,Married,75903.0,0,1,340,108,185,130,38,100,1,63
2n Cycle,Together,34984.0,1,1,8,4,15,3,5,3,2,39
PhD,Single,54998.0,0,1,154,22,202,39,30,8,1,58
PhD,Widow,54356.0,0,1,710,15,30,20,0,0,1,65
Master,Married,34242.0,0,1,8,2,4,0,0,1,1,55
Graduation,Married,25410.0,1,0,2,2,4,13,13,4,1,41
PhD,Married,73356.0,0,0,1050,14,322,0,14,112,0,30
Graduation,Together,28320.0,0,1,19,1,14,3,2,4,1,64
Graduation,Single,23763.0,1,0,22,0,6,6,2,6,1,37
Graduation,Married,72570.0,0,0,274,83,216,151,141,224,0,30
Master,Married,34529.0,1,0,68,6,38,3,6,41,1,38
Graduation,Widow,70792.0,0,0,344,45,654,104,11,114,0,63
Graduation,Married,63211.0,0,0,145,193,459,205,26,145,0,32
Master,Married,83891.0,0,1,217,38,350,111,85,15,1,40
Graduation,Single,36065.0,1,1,18,7,34,10,2,3,2,46
Graduation,Together,39898.0,0,1,69,8,26,12,7,12,1,60
PhD,Single,51141.0,0,0,144,0,7,0,0,6,0,74
Graduation,Married,56939.0,0,1,256,34,103,90,29,49,1,38
Graduation,Single,80872.0,0,0,483,72,567,94,12,108,0,63
PhD,Together,72335.0,0,0,1285,105,653,28,21,0,0,38
PhD,Single,61798.0,0,0,338,4,89,11,8,13,0,50
PhD,Widow,76842.0,0,0,605,10,345,84,54,32,0,64
Graduation,Together,29478.0,1,0,8,0,7,3,1,1,1,38
Graduation,Single,46998.0,0,1,172,41,86,45,6,27,1,58
Graduation,Single,96843.0,0,0,448,71,951,40,17,17,0,24
PhD,Widow,56551.0,1,1,67,4,32,17,2,16,2,64
Master,Married,70053.0,0,1,512,53,98,81,179,89,1,49
PhD,Widow,71670.0,0,0,1462,16,128,0,0,160,0,52
Graduation,Married,44359.0,1,1,20,0,14,7,3,1,2,36
Graduation,Single,40887.0,1,1,50,4,44,10,10,43,2,62
Graduation,Divorced,48877.0,0,1,102,1,15,2,0,24,1,48
Graduation,Together,74485.0,0,0,499,149,815,173,49,49,0,67
Graduation,Together,64474.0,0,1,381,35,172,56,86,93,1,42
Graduation,Together,77226.0,0,1,631,43,239,128,76,21,1,51
Graduation,Widow,72643.0,0,0,526,80,553,123,94,53,0,65
Master,Together,85738.0,0,0,913,26,376,17,26,13,0,36
Graduation,Divorced,55686.0,0,1,673,0,199,37,47,26,1,48
Graduation,Single,39062.0,1,0,23,0,9,0,0,12,1,31
Graduation,Together,34600.0,1,1,199,33,60,8,3,15,2,43
Graduation,Married,40794.0,0,1,261,23,73,4,23,50,1,39
2n Cycle,Married,54690.0,1,1,111,16,37,7,9,18,2,43
Graduation,Married,4428.0,0,1,16,4,12,2,4,321,1,45
2n Cycle,Married,32632.0,0,0,63,151,137,153,19,53,0,51
PhD,Single,38236.0,1,1,58,0,18,2,0,10,2,46
Graduation,Married,36781.0,1,0,29,1,17,0,3,13,1,35
Master,Single,31385.0,1,0,3,2,12,0,1,9,1,30
Graduation,Married,24570.0,1,0,28,34,62,11,14,44,1,30
PhD,Divorced,25509.0,1,0,40,3,30,10,7,11,1,40
Graduation,Married,94642.0,0,0,879,143,797,106,143,143,0,63
Master,Married,58646.0,0,1,62,1,44,6,5,22,1,52
Graduation,Single,53201.0,1,1,280,7,81,20,0,27,2,39
Graduation,Together,21994.0,0,1,9,0,6,3,1,3,1,57
Graduation,Married,57113.0,1,1,182,4,33,0,2,42,2,36
Graduation,Married,51373.0,0,0,83,2,101,64,26,117,0,23
Graduation,Married,23477.0,1,0,38,15,54,3,8,29,1,28
Graduation,Married,58116.0,0,1,228,19,130,4,11,51,1,58
PhD,Divorced,72968.0,0,0,1092,37,592,145,37,55,0,51
Master,Married,39791.0,0,1,85,15,27,13,13,21,1,43
Master,Single,91712.0,0,0,1276,24,746,94,29,48,0,67
Graduation,Single,94472.0,0,1,1017,33,417,108,100,16,1,56
Graduation,Together,13672.0,1,1,6,2,9,2,1,5,2,54
2n Cycle,Married,96547.0,0,0,448,21,125,52,101,62,0,34
Graduation,Married,79205.0,0,0,504,23,117,179,28,44,0,39
PhD,Together,56559.0,0,1,226,22,133,41,31,31,1,39
PhD,Married,32644.0,1,0,239,3,141,0,7,23,1,41
2n Cycle,Single,67506.0,0,1,90,38,67,33,36,67,1,34
Graduation,Single,24206.0,1,0,7,2,8,3,2,3,1,44
PhD,Divorced,28420.0,1,0,4,2,5,2,0,0,1,47
Graduation,Married,22979.0,1,0,16,17,19,20,21,22,1,44
Graduation,Single,33279.0,0,0,10,3,3,0,0,0,0,48
Master,Single,46423.0,1,1,68,0,16,0,0,8,2,42
Graduation,Married,30368.0,0,1,35,0,13,2,0,2,1,37
Graduation,Married,63684.0,0,1,575,80,428,208,93,80,1,44
Graduation,Divorced,41638.0,0,1,315,0,31,4,0,91,1,50
PhD,Divorced,68805.0,0,1,182,2,49,17,13,20,1,55
PhD,Together,65814.0,0,1,561,14,113,10,14,35,1,48
Graduation,Divorced,71964.0,0,0,587,51,932,180,34,86,0,56
Graduation,Single,39146.0,1,0,94,1,33,13,12,12,1,28
Graduation,Together,96876.0,0,0,908,43,735,40,194,21,0,37
Basic,Married,34445.0,0,0,228,122,122,208,129,30,0,33
Graduation,Single,68281.0,0,0,995,112,417,42,48,41,0,56
2n Cycle,Married,37284.0,1,1,11,1,2,2,1,6,2,39
Graduation,Married,36790.0,0,0,3,3,14,15,21,10,0,31
Graduation,Together,27943.0,1,1,12,1,16,4,1,3,2,47
Graduation,Divorced,22263.0,1,1,17,0,2,0,0,2,2,63
Graduation,Together,30261.0,1,2,8,0,5,0,3,6,3,42
Graduation,Together,28587.0,1,0,22,4,17,12,10,13,1,36
Master,Married,43815.0,1,0,14,10,29,4,7,15,1,32
Graduation,Married,48195.0,1,1,106,27,68,52,7,5,2,58
Master,Married,77027.0,0,1,820,57,242,45,0,11,1,62
PhD,Married,71322.0,0,1,753,43,226,69,10,204,1,49
Master,Married,32765.0,1,0,13,3,17,7,3,3,1,35
Graduation,Together,29672.0,1,1,9,1,3,0,4,8,2,49
Graduation,Divorced,23272.0,0,0,19,3,6,4,2,12,0,61
Master,Together,49912.0,0,1,520,8,223,32,49,42,1,65
2n Cycle,Together,7500.0,1,0,5,17,17,13,14,34,1,29
PhD,Widow,68117.0,0,1,618,44,215,0,17,36,1,67
Graduation,Married,67225.0,0,1,315,35,322,46,7,143,1,59
Graduation,Married,17649.0,1,0,15,1,23,0,5,1,1,38
Graduation,Together,55914.0,0,1,384,60,364,119,101,232,1,39
Graduation,Married,40059.0,1,0,110,29,92,28,10,145,1,30
Graduation,Together,60905.0,0,1,208,17,76,36,17,38,1,64
Graduation,Married,75330.0,1,1,555,82,257,93,61,61,2,37
Graduation,Single,60689.0,0,1,240,90,216,63,6,24,1,63
Graduation,Married,38680.0,1,0,11,0,36,15,5,12,1,30
Graduation,Together,61416.0,0,0,848,154,323,201,61,78,0,32
Graduation,Single,49767.0,0,0,202,47,197,55,42,149,0,23
Graduation,Single,83273.0,1,2,433,89,650,16,102,102,3,44
Graduation,Married,29009.0,1,0,6,6,15,10,5,2,1,33
Master,Married,45057.0,1,0,37,0,7,3,0,3,1,35
Graduation,Married,37150.0,1,0,167,37,64,49,34,116,1,43
Graduation,Single,43020.0,1,0,45,7,99,4,25,43,1,44
Graduation,Married,53154.0,0,1,129,0,21,0,1,7,1,55
Graduation,Married,65308.0,0,0,713,0,264,120,80,34,0,41
Graduation,Single,76467.0,1,0,676,161,426,210,44,58,1,44
2n Cycle,Married,81044.0,0,0,450,26,535,73,98,26,0,67
Graduation,Married,32871.0,1,1,22,2,12,0,2,5,2,63
Graduation,Single,55801.0,1,1,367,4,51,6,4,95,2,39
Graduation,Widow,76320.0,0,1,526,35,214,69,53,35,1,55
Master,Single,36927.0,1,1,51,0,16,0,0,4,2,59
Graduation,Together,48794.0,1,1,25,0,11,3,0,15,2,61
Graduation,Single,23478.0,0,0,28,6,27,12,17,39,0,49
Graduation,Divorced,71128.0,1,0,958,159,447,20,0,31,1,41
PhD,Divorced,70179.0,0,1,532,88,168,69,44,133,1,38
Graduation,Married,59462.0,0,1,724,17,143,0,8,196,1,64
Graduation,Together,38361.0,1,0,39,0,56,20,8,14,1,45
PhD,Together,70038.0,0,0,587,54,348,71,54,130,0,32
Graduation,Together,42554.0,1,1,29,1,11,0,0,0,2,36
Graduation,Married,67445.0,0,1,757,80,217,29,80,11,1,40
Graduation,Widow,67046.0,0,1,544,35,133,23,151,107,1,63
Graduation,Married,42192.0,0,0,40,15,15,17,6,7,0,66
PhD,Married,77610.0,0,1,1245,33,332,21,33,16,1,62
Graduation,Married,31761.0,1,0,19,1,20,16,14,28,1,30
Graduation,Together,34350.0,1,0,16,3,15,2,1,11,1,35
Graduation,Together,54591.0,0,1,376,4,94,12,9,24,1,65
Graduation,Married,71866.0,0,1,184,178,178,103,39,33,1,58
Graduation,Married,25293.0,1,0,15,0,11,0,2,9,1,45
PhD,Single,42000.0,0,0,124,83,267,85,59,35,0,27
Graduation,Married,69520.0,0,0,627,120,414,121,80,93,0,31
Graduation,Divorced,64713.0,1,0,180,60,241,13,54,54,1,44
Master,Married,27889.0,1,0,14,0,4,0,0,8,1,37
Basic,Widow,22123.0,0,0,3,3,24,34,7,31,0,54
Graduation,Married,27803.0,1,0,8,26,46,38,9,49,1,41
Graduation,Married,51651.0,0,1,293,6,23,13,6,92,1,54
Graduation,Married,68487.0,0,0,758,12,385,33,89,89,0,26
Graduation,Married,56796.0,0,1,656,38,161,62,47,37,1,45
2n Cycle,Married,87000.0,0,0,196,25,607,67,17,49,0,22
Graduation,Married,79823.0,0,1,835,73,380,114,73,43,1,55
Graduation,Single,30828.0,1,0,16,11,15,2,0,12,1,34
Master,Married,34109.0,0,1,9,1,5,2,1,4,1,43
Master,Divorced,53367.0,1,1,229,7,140,10,3,11,2,40
Basic,Together,22390.0,0,0,0,1,4,15,1,5,0,45
Graduation,Together,71322.0,0,1,121,24,124,24,15,42,1,38
Master,Together,49912.0,0,1,520,8,223,32,49,42,1,65
PhD,Married,48699.0,1,1,26,1,10,2,0,1,2,64
Graduation,Together,80144.0,0,0,240,132,445,250,192,108,0,39
Graduation,Single,54252.0,1,1,178,4,26,8,4,44,2,58
Master,Married,81929.0,1,0,1486,55,278,49,0,185,1,38
Graduation,Married,76068.0,0,1,1115,12,128,33,12,76,1,39
Master,Married,53204.0,1,1,29,0,8,2,0,6,2,38
PhD,Together,67911.0,0,1,529,0,356,63,28,0,1,65
2n Cycle,Married,14796.0,1,0,13,3,8,7,4,16,1,30
PhD,Married,78128.0,0,1,934,24,230,16,24,36,1,40
Basic,Married,14188.0,0,0,2,7,11,16,12,27,0,42
Basic,Married,20425.0,1,0,4,12,5,3,16,17,1,28
Master,Married,58646.0,0,1,62,1,44,6,5,22,1,52
Graduation,Divorced,72967.0,0,1,158,35,179,0,0,125,1,44
Master,Married,48150.0,0,1,173,2,39,3,2,47,1,65
Graduation,Single,82332.0,0,0,830,59,968,51,79,19,0,53
Graduation,Widow,58275.0,1,1,189,10,253,56,43,64,2,59
PhD,Together,44953.0,0,0,728,17,133,11,8,124,0,33
Graduation,Together,34587.0,1,1,7,2,9,2,0,2,2,61
Master,Together,43018.0,0,1,35,4,17,7,6,64,1,40
Master,Married,45736.0,0,1,188,3,180,20,3,43,1,60
Master,Together,66476.0,0,1,742,28,152,25,9,57,1,45
2n Cycle,Married,27733.0,1,0,0,7,5,26,2,17,1,33
PhD,Together,69805.0,0,1,750,71,174,13,10,20,1,62
Master,Single,72217.0,0,0,816,42,450,55,56,154,0,52
Graduation,Divorced,25818.0,1,0,5,2,8,2,2,9,1,43
Master,Together,37509.0,1,0,37,5,56,12,8,5,1,38
2n Cycle,Together,25176.0,1,1,4,0,4,0,0,5,2,38
Graduation,Married,43586.0,0,1,99,2,11,4,0,16,1,34
2n Cycle,Married,53230.0,0,1,176,72,98,136,21,229,1,58
Graduation,Together,50116.0,1,1,54,0,10,0,0,2,2,57
Graduation,Together,84906.0,0,0,997,15,414,99,30,76,0,42
Graduation,Married,61286.0,0,1,356,0,107,19,9,117,1,48
PhD,Married,82333.0,0,0,1311,0,359,46,89,17,0,28
PhD,Together,65220.0,0,0,890,63,292,0,25,12,0,49
Graduation,Together,33590.0,2,1,4,0,2,0,0,2,3,40
Graduation,Divorced,30992.0,1,0,17,0,14,7,3,2,1,38
Master,Single,72309.0,0,0,960,0,883,50,38,0,0,38
PhD,Married,156924.0,0,0,2,1,2,1,1,1,0,65
Basic,Married,16005.0,1,0,1,3,2,20,30,47,1,34
Graduation,Married,58692.0,0,1,301,11,61,4,7,11,1,49
Graduation,Widow,40590.0,1,1,154,0,50,6,11,37,2,45
Graduation,Single,20587.0,1,0,2,3,6,4,1,9,1,44
Master,Divorced,62637.0,0,1,104,12,48,4,12,5,1,60
Master,Divorced,29435.0,1,1,70,3,37,4,2,64,2,48
Graduation,Divorced,19346.0,1,0,2,0,9,3,6,2,1,40
Graduation,Married,35788.0,1,1,23,2,11,3,1,4,2,43
